Oceans,Regions,Measurement
Atlantic Ocean,Mediterranean Sea,0.369166
Pacific Ocean,,0.461119
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.00216
Arctic Ocean,Northwestern Passages,0.044
Atlantic Ocean,,1081.666667
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.002704
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.069489
Pacific Ocean,,0.00648
Atlantic Ocean,,0.190064
Pacific Ocean,,0.268115
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.0024
Atlantic Ocean,Mediterranean Sea,1.429333
Atlantic Ocean,Caribbean Sea,0.0216
Atlantic Ocean,Caribbean Sea,0.012
Atlantic Ocean,Caribbean Sea,0.0216
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Mediterranean Sea,1.160655
Pacific Ocean,,0.0024
Atlantic Ocean,Mediterranean Sea,0.041677
Atlantic Ocean,,0.056156
Atlantic Ocean,,0.004324
Atlantic Ocean,,110480
Atlantic Ocean,,384.4
Atlantic Ocean,,0.203984
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.009968
Atlantic Ocean,Mediterranean Sea,0.38831
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,Gulf of California,3526.093089
Atlantic Ocean,,318.77
Atlantic Ocean,,0.00432
Pacific Ocean,,6.724144
Pacific Ocean,,1.610358
Pacific Ocean,,0.00216
Atlantic Ocean,,0.01
Atlantic Ocean,,0.00736
Atlantic Ocean,,0.116632
Atlantic Ocean,,0.404855
Atlantic Ocean,,0.5
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,,0.375251
Atlantic Ocean,,0.200864
Atlantic Ocean,,0.018892
Atlantic Ocean,Bay of Biscay,0.032639
Atlantic Ocean,,39.787798
Pacific Ocean,,1.558805
Atlantic Ocean,Gulf of Mexico,1412.778269
Atlantic Ocean,,0.058316
Atlantic Ocean,Mediterranean Sea,0.21598
Atlantic Ocean,Gulf of Mexico,5000
Atlantic Ocean,,0.00432
Pacific Ocean,,3.658557
Atlantic Ocean,Irish Sea and St. George's Channel,0.540037
Atlantic Ocean,Mediterranean Sea,0.08675
Atlantic Ocean,Mediterranean Sea,0.188548
Pacific Ocean,,0.00216
Atlantic Ocean,,0.032396
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.053968
Atlantic Ocean,,32
Atlantic Ocean,,0.323
Atlantic Ocean,,0.069116
Atlantic Ocean,Mediterranean Sea,1.293024
Atlantic Ocean,,0.033
Pacific Ocean,,7.252628
Atlantic Ocean,Mediterranean Sea,0.406667
Atlantic Ocean,Mediterranean Sea,0.626766
Pacific Ocean,,0.692854
Pacific Ocean,,1.125328
Atlantic Ocean,Gulf of Mexico,5000
Atlantic Ocean,Mediterranean Sea,1.93437
Pacific Ocean,Gulf of Alaska,0.005
Atlantic Ocean,,2596
Atlantic Ocean,,0.071276
Pacific Ocean,,0.002164
Atlantic Ocean,Gulf of Mexico,1.2
Atlantic Ocean,,0.5
Pacific Ocean,,1.00189
Atlantic Ocean,,6
Pacific Ocean,,9.363521
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.077476
Atlantic Ocean,,13
Atlantic Ocean,Mediterranean Sea,0.476025
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.097912
Pacific Ocean,,0.00216
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.025196
Atlantic Ocean,,55.710306
Pacific Ocean,,0.001
Pacific Ocean,,8.75516
Atlantic Ocean,Mediterranean Sea,5.8753
Atlantic Ocean,Mediterranean Sea,4.276667
Pacific Ocean,,0.003456
Pacific Ocean,,3.530292
Atlantic Ocean,,0.064796
Pacific Ocean,,0.060476
Atlantic Ocean,,0.034556
Pacific Ocean,,1.901459
Pacific Ocean,,1.250812
Atlantic Ocean,Mediterranean Sea,0.78
Atlantic Ocean,North Sea,0.281857
Atlantic Ocean,,0.005
Atlantic Ocean,,0.15963
Atlantic Ocean,,0.034556
Atlantic Ocean,,0.098764
Pacific Ocean,Gulf of California,705.218618
Atlantic Ocean,,0.035992
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.00648
Pacific Ocean,,0.0108
Atlantic Ocean,,0.00864
Atlantic Ocean,North Sea,0.03371
Atlantic Ocean,,0.289416
Atlantic Ocean,Mediterranean Sea,12.002667
Atlantic Ocean,Mediterranean Sea,0.366667
Atlantic Ocean,,0.00288
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.00648
Atlantic Ocean,,486.666667
Atlantic Ocean,,0.007
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.062636
Atlantic Ocean,,0.116632
Atlantic Ocean,Mediterranean Sea,0.314502
Atlantic Ocean,Caribbean Sea,0.028076
Atlantic Ocean,,0.01944
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.11945
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.024
Atlantic Ocean,,0.003
Atlantic Ocean,Mediterranean Sea,0.126938
Atlantic Ocean,,0.014
Atlantic Ocean,Mediterranean Sea,2.601333
Atlantic Ocean,,0.004
Pacific Ocean,,4231.311707
Atlantic Ocean,,0.012
Atlantic Ocean,Mediterranean Sea,1.580772
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,,0.009256
Pacific Ocean,,2.413135
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,,0.616756
Atlantic Ocean,,0.00216
Pacific Ocean,,1.674043
Atlantic Ocean,,0.01296
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,Gulf of California,1410.437236
Atlantic Ocean,,0.047516
Pacific Ocean,,2.290006
Atlantic Ocean,,0.00306
Atlantic Ocean,,0.011
Atlantic Ocean,Mediterranean Sea,1.901375
Atlantic Ocean,Mediterranean Sea,0.60329
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.00432
Arctic Ocean,Norwegian Sea,0.003514
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,,0.00216
Atlantic Ocean,Celtic Sea,38.3
Pacific Ocean,,0.43
Atlantic Ocean,Gulf of Mexico,0.00648
Atlantic Ocean,,0.0108
Pacific Ocean,,2.611356
Atlantic Ocean,,0.006
Pacific Ocean,,0.35128
Pacific Ocean,,0.00216
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.069116
Atlantic Ocean,,0.026396
Atlantic Ocean,Mediterranean Sea,1.69382
Atlantic Ocean,,1868.333333
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.014396
Atlantic Ocean,,25.316456
Atlantic Ocean,Baltic Sea,0.020206
Atlantic Ocean,,0.060476
Atlantic Ocean,,0.012
Atlantic Ocean,Mediterranean Sea,0.116991
Atlantic Ocean,Celtic Sea,15
Atlantic Ocean,,0.00432
Pacific Ocean,,4.339353
Atlantic Ocean,Mediterranean Sea,0.56
Atlantic Ocean,Gulf of Mexico,1000
Pacific Ocean,,0.246531
Atlantic Ocean,,0.194384
Atlantic Ocean,,0.057604
Atlantic Ocean,,0.001
Atlantic Ocean,New York Bight,0.00108
Pacific Ocean,,0.00216
Pacific Ocean,Gulf of California,0.017
Atlantic Ocean,,0.004752
Atlantic Ocean,Mediterranean Sea,4.054131
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.218144
Pacific Ocean,,5.67537
Atlantic Ocean,,0.070272
Atlantic Ocean,Bay of Biscay,0.087202
Atlantic Ocean,Caribbean Sea,0.00648
Pacific Ocean,,0.060476
Atlantic Ocean,Caribbean Sea,0.067676
Atlantic Ocean,,0.052196
Atlantic Ocean,,32
Pacific Ocean,,0.8
Pacific Ocean,,1410.437236
Pacific Ocean,,0.00216
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.266908
Pacific Ocean,,6.874532
Atlantic Ocean,,0.012
Atlantic Ocean,Gulf of Mexico,1410.437236
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.01728
Atlantic Ocean,Mediterranean Sea,0.051702
Pacific Ocean,,0.002
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.0108
Atlantic Ocean,Mediterranean Sea,0.236287
Pacific Ocean,,0.338139
Atlantic Ocean,,1.5235
Atlantic Ocean,,0.0027
Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,0.01512
Atlantic Ocean,,0.00216
Atlantic Ocean,Mediterranean Sea,0.347309
Atlantic Ocean,,0.004564
Pacific Ocean,,0.00216
Pacific Ocean,,0.044
Pacific Ocean,,0.326132
Pacific Ocean,,3.861539
Pacific Ocean,,0.002
Atlantic Ocean,North Sea,0.004626
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,Caribbean Sea,0.025916
Atlantic Ocean,Celtic Sea,9
Atlantic Ocean,Mediterranean Sea,0.112949
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.040052
Atlantic Ocean,Mediterranean Sea,1.040404
Atlantic Ocean,Mediterranean Sea,1.00176
Atlantic Ocean,,0.038876
Pacific Ocean,,0.001
Atlantic Ocean,,0.007852
Atlantic Ocean,,0.003
Atlantic Ocean,,0.00216
Pacific Ocean,,0.00216
Atlantic Ocean,,1368
Atlantic Ocean,Caribbean Sea,0.0024
Pacific Ocean,,8.968392
Atlantic Ocean,Mediterranean Sea,0.34
Atlantic Ocean,,0.012
Atlantic Ocean,,31600
Pacific Ocean,,2.053062
Atlantic Ocean,,0.030236
Pacific Ocean,,0.00648
Atlantic Ocean,,0.003272
Atlantic Ocean,,0.01728
Atlantic Ocean,Caribbean Sea,0.00508
Atlantic Ocean,,0.001424
Atlantic Ocean,Caribbean Sea,0.0054
Atlantic Ocean,,0.118792
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.114981
Atlantic Ocean,,0.004
Atlantic Ocean,Gulf of Mexico,2000
Pacific Ocean,,0.026396
Atlantic Ocean,,0.315336
Atlantic Ocean,,0.002
Atlantic Ocean,,0.048997
Atlantic Ocean,,0.053996
Atlantic Ocean,,14
Atlantic Ocean,,0.00648
Atlantic Ocean,Gulf of Mexico,0.01944
Atlantic Ocean,,4560
Atlantic Ocean,,0.198704
Atlantic Ocean,,0.00864
Pacific Ocean,Gulf of California,2115.655853
Atlantic Ocean,,0.004
Atlantic Ocean,,0.014
Pacific Ocean,,1.65324
Atlantic Ocean,,0.043196
Atlantic Ocean,,76.666667
Atlantic Ocean,Caribbean Sea,0.0216
Atlantic Ocean,Mediterranean Sea,3.718
Atlantic Ocean,,0.029688
Pacific Ocean,,3.940242
Atlantic Ocean,,0.006488
Atlantic Ocean,,0.030236
Atlantic Ocean,Mediterranean Sea,0.685714
Atlantic Ocean,,1
Pacific Ocean,,0.004
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.003256
Atlantic Ocean,Caribbean Sea,0.01234
Atlantic Ocean,,0.086392
Atlantic Ocean,,0.122564
Atlantic Ocean,Mediterranean Sea,2.075921
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.022252
Atlantic Ocean,North Sea,0.802647
Pacific Ocean,,0.035
Pacific Ocean,,0.041396
Atlantic Ocean,,0.0216
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Gulf of Mexico,7000
Atlantic Ocean,,0.001
Atlantic Ocean,,0.036716
Atlantic Ocean,Caribbean Sea,0.0096
Pacific Ocean,,0.00216
Atlantic Ocean,,0.01512
Atlantic Ocean,,0.004
Atlantic Ocean,Mediterranean Sea,0.318
Atlantic Ocean,Irish Sea and St. George's Channel,0.08618
Pacific Ocean,,0.087972
Atlantic Ocean,,0.001964
Atlantic Ocean,,0.036716
Atlantic Ocean,,0.013976
Atlantic Ocean,,0.004
Atlantic Ocean,,0.017
Pacific Ocean,,0.003456
Pacific Ocean,,0.892728
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.0027
Atlantic Ocean,,0.018
Atlantic Ocean,Mediterranean Sea,0.171411
Pacific Ocean,,32.99717
Atlantic Ocean,,0.01944
Atlantic Ocean,Mediterranean Sea,2.019273
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.010047
Pacific Ocean,,0.007
Atlantic Ocean,,0.131842
Pacific Ocean,,1.316889
Atlantic Ocean,,0.292299
Atlantic Ocean,,0.0072
Atlantic Ocean,,0.197133
Atlantic Ocean,,17.271157
Atlantic Ocean,Caribbean Sea,0.0048
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.005
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.037796
Atlantic Ocean,,0.116398
Atlantic Ocean,,364
Atlantic Ocean,Mediterranean Sea,2.388667
Pacific Ocean,,0.009076
Pacific Ocean,,3.615134
Atlantic Ocean,,0.125268
Atlantic Ocean,,0.0108
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.015274
Atlantic Ocean,,0.088
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.025916
Atlantic Ocean,,0.004112
Pacific Ocean,,0.003
Pacific Ocean,,0.00216
Atlantic Ocean,,0.00648
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,,0.00216
Pacific Ocean,,2.611356
Atlantic Ocean,Mediterranean Sea,1.37987
Atlantic Ocean,Mediterranean Sea,1.80546
Atlantic Ocean,,0.045
Atlantic Ocean,,0.028804
Pacific Ocean,,42.069684
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.006912
Pacific Ocean,,0.0108
Pacific Ocean,,0.00216
Atlantic Ocean,,0.0072
Atlantic Ocean,,0.116632
Pacific Ocean,,0.016755
Pacific Ocean,,0.00864
Atlantic Ocean,Caribbean Sea,0.00648
Atlantic Ocean,,0.06
Pacific Ocean,,1.125396
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.044
Atlantic Ocean,English Channel,0.103899
Atlantic Ocean,,0.001964
Atlantic Ocean,Gulf of Mexico,0.00144
Atlantic Ocean,Mediterranean Sea,0.670667
Atlantic Ocean,Gulf of Mexico,4000
Atlantic Ocean,,3268
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,,705.218618
Atlantic Ocean,Caribbean Sea,0.005024
Atlantic Ocean,Caribbean Sea,0.01296
Atlantic Ocean,,0.712725
Atlantic Ocean,,0.001
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.151188
Atlantic Ocean,Mediterranean Sea,0.716146
Atlantic Ocean,,0.00864
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.006
Pacific Ocean,,0.633044
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.021584
Atlantic Ocean,Caribbean Sea,0.00254
Atlantic Ocean,,0.015428
Atlantic Ocean,,0.03142
Atlantic Ocean,Caribbean Sea,0.0012
Atlantic Ocean,,0.058316
Atlantic Ocean,,0.00432
Atlantic Ocean,,944
Atlantic Ocean,,0.009
Pacific Ocean,,0.326132
Atlantic Ocean,,0.015024
Pacific Ocean,,3.550067
Atlantic Ocean,,0.104064
Atlantic Ocean,,0.0108
Atlantic Ocean,,548.52
Pacific Ocean,,0.003084
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,,0.082072
Atlantic Ocean,,0.00432
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.044068
Atlantic Ocean,,0.897001
Pacific Ocean,,9.018254
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,,0.003084
Atlantic Ocean,,0.088552
Atlantic Ocean,,0.025012
Atlantic Ocean,,0.556656
Pacific Ocean,,2.63242
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.013637
Pacific Ocean,,1.478848
Atlantic Ocean,,0.00864
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.147378
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.602067
Atlantic Ocean,,0.01178
Atlantic Ocean,,0.491595
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.011177
Atlantic Ocean,,3894
Pacific Ocean,,0.006
Atlantic Ocean,,0.003685
Atlantic Ocean,,0.00648
Pacific Ocean,,14.28
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.028302
Atlantic Ocean,Irish Sea and St. George's Channel,0.009957
Atlantic Ocean,Mediterranean Sea,0.775862
Atlantic Ocean,Caribbean Sea,0.025524
Atlantic Ocean,Mediterranean Sea,1.003069
Atlantic Ocean,Mediterranean Sea,0.62465
Atlantic Ocean,Mediterranean Sea,0.244216
Pacific Ocean,,0.10036
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.02376
Atlantic Ocean,,1.5
Pacific Ocean,,2.595526
Atlantic Ocean,,0.003
Atlantic Ocean,Mediterranean Sea,0.186
Atlantic Ocean,,0.045356
Atlantic Ocean,,0.0072
Atlantic Ocean,,0.00432
Atlantic Ocean,Mediterranean Sea,1.2199
Atlantic Ocean,Mediterranean Sea,0.602406
Atlantic Ocean,,0.028796
Atlantic Ocean,Mediterranean Sea,1.24692
Pacific Ocean,,0.00648
Pacific Ocean,Gulf of Alaska,0.015
Atlantic Ocean,,0.041
Atlantic Ocean,Caribbean Sea,0.00432
Pacific Ocean,,27.723078
Pacific Ocean,,7.704875
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.037436
Atlantic Ocean,Caribbean Sea,0.002528
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.326132
Atlantic Ocean,,0.136788
Atlantic Ocean,Celtic Sea,43
Atlantic Ocean,Celtic Sea,38
Atlantic Ocean,,0.004
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.004
Pacific Ocean,,6.091
Atlantic Ocean,,0.004696
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.032396
Atlantic Ocean,Mediterranean Sea,0.092056
Pacific Ocean,,0.049752
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.01081
Atlantic Ocean,Caribbean Sea,0.111111
Atlantic Ocean,,0.00432
Atlantic Ocean,,2546
Atlantic Ocean,,0.001964
Atlantic Ocean,,0.03394
Atlantic Ocean,Mediterranean Sea,3.379416
Pacific Ocean,,5.340388
Atlantic Ocean,,0.00432
Atlantic Ocean,,27.777778
Atlantic Ocean,Caribbean Sea,0.006172
Atlantic Ocean,,0.00864
Atlantic Ocean,Mediterranean Sea,0.368834
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.00864
Atlantic Ocean,Mediterranean Sea,1.04092
Atlantic Ocean,,4
Atlantic Ocean,,0.002
Atlantic Ocean,,0.0144
Atlantic Ocean,North Sea,0.049758
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,1.175804
Atlantic Ocean,,786.43
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,0.009
Atlantic Ocean,,0.013436
Pacific Ocean,,0.011
Pacific Ocean,,3526.093089
Pacific Ocean,,0.002
Atlantic Ocean,,0.0036
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.02271
Atlantic Ocean,,0.083056
Pacific Ocean,,0.004441
Atlantic Ocean,,109.375
Atlantic Ocean,Gulf of Mexico,1410.437236
Atlantic Ocean,,0.003
Pacific Ocean,,3.613
Atlantic Ocean,Caribbean Sea,0.08
Atlantic Ocean,,0.00216
Pacific Ocean,,0.639515
Atlantic Ocean,,0.175
Atlantic Ocean,,4000
Atlantic Ocean,,0.048
Atlantic Ocean,,0.133389
Atlantic Ocean,Mediterranean Sea,0.291729
Atlantic Ocean,,0.04
Atlantic Ocean,,0.00216
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.066021
Arctic Ocean,Northwestern Passages,0.007
Atlantic Ocean,,0.001848
Pacific Ocean,,0.001
Atlantic Ocean,,0.989921
Atlantic Ocean,,0.038
Pacific Ocean,,1.201
Pacific Ocean,,10.560453
Atlantic Ocean,,0.043196
Atlantic Ocean,North Sea,0.066022
Atlantic Ocean,,0.025916
Pacific Ocean,,15.320029
Atlantic Ocean,,0.696544
Atlantic Ocean,,0.008556
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Mediterranean Sea,1.158706
Atlantic Ocean,Mediterranean Sea,0.060675
Atlantic Ocean,,0.00216
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.200331
Atlantic Ocean,,0.0027
Atlantic Ocean,Mediterranean Sea,0.442573
Atlantic Ocean,Mediterranean Sea,0.1598
Atlantic Ocean,,6
Pacific Ocean,,0.00432
Pacific Ocean,,0.00432
Atlantic Ocean,Gulf of Mexico,2115.655853
Atlantic Ocean,,0.036
Atlantic Ocean,North Sea,0.007032
Atlantic Ocean,,0.01728
Pacific Ocean,,0.044292
Atlantic Ocean,,0.043196
Pacific Ocean,,1.953
Pacific Ocean,,0.816799
Atlantic Ocean,Mediterranean Sea,1.632864
Atlantic Ocean,,0.0108
Atlantic Ocean,,0.117604
Atlantic Ocean,,0.043204
Atlantic Ocean,Mediterranean Sea,1.650628
Pacific Ocean,,0.741419
Atlantic Ocean,,0.0048
Atlantic Ocean,,0.00584
Atlantic Ocean,North Sea,0.022388
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.009
Atlantic Ocean,,0.22678
Atlantic Ocean,,50
Atlantic Ocean,North Sea,0.020357
Pacific Ocean,,0.63
Pacific Ocean,,0.008299
Atlantic Ocean,,0.008416
Atlantic Ocean,Mediterranean Sea,1.200034
Atlantic Ocean,,0.036716
Atlantic Ocean,,0.025916
Pacific Ocean,,2.011274
Atlantic Ocean,,0.028076
Atlantic Ocean,,0.138228
Atlantic Ocean,,0.048008
Atlantic Ocean,,0.043196
Pacific Ocean,,0.337314
Atlantic Ocean,Mediterranean Sea,0.066667
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.007856
Pacific Ocean,,0.00216
Atlantic Ocean,,1020.16
Pacific Ocean,,3526.093089
Atlantic Ocean,Coastal Waters of Florida,0.005
Pacific Ocean,,2.210127
Atlantic Ocean,,0.015
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.064796
Atlantic Ocean,,0.101512
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.089036
Atlantic Ocean,,10
Atlantic Ocean,Mediterranean Sea,1.095261
Atlantic Ocean,,0.101512
Atlantic Ocean,Celtic Sea,0.018403
Atlantic Ocean,,0.00432
Atlantic Ocean,Mediterranean Sea,0.393604
Atlantic Ocean,Caribbean Sea,0.058316
Atlantic Ocean,,0.0135
Atlantic Ocean,,0.01296
Atlantic Ocean,,0.0108
Atlantic Ocean,Caribbean Sea,0.002
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.00864
Atlantic Ocean,,0.002
Atlantic Ocean,,0.0048
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.006
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.00216
Atlantic Ocean,Mediterranean Sea,0.52381
Atlantic Ocean,Caribbean Sea,0.008228
Atlantic Ocean,,0.0016
Atlantic Ocean,,0.057312
Atlantic Ocean,,0.01728
Atlantic Ocean,,0.071
Atlantic Ocean,Mediterranean Sea,0.221199
Pacific Ocean,,0.00216
Atlantic Ocean,,0.0027
Atlantic Ocean,,0.008
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.01152
Atlantic Ocean,,0.004656
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.196706
Atlantic Ocean,,0.02468
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.0126
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.196544
Atlantic Ocean,,0.056111
Atlantic Ocean,,0.001544
Atlantic Ocean,,0.043196
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.003084
Atlantic Ocean,,0.015432
Pacific Ocean,,1.176606
Atlantic Ocean,,0.01944
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.043196
Atlantic Ocean,North Sea,0.120861
Atlantic Ocean,Caribbean Sea,0.047516
Pacific Ocean,,2.712124
Atlantic Ocean,,0.029301
Atlantic Ocean,,0.153348
Atlantic Ocean,,0.00432
Atlantic Ocean,,26.845638
Atlantic Ocean,Black Sea,0.46548
Atlantic Ocean,Caribbean Sea,0.62
Atlantic Ocean,,0.01
Pacific Ocean,,0.273452
Pacific Ocean,,2.611
Pacific Ocean,,9.143135
Atlantic Ocean,Mediterranean Sea,0.195333
Atlantic Ocean,Caribbean Sea,0.028076
Atlantic Ocean,,0.00702
Atlantic Ocean,,0.023404
Atlantic Ocean,Caribbean Sea,0.00216
Pacific Ocean,,0.003324
Atlantic Ocean,Mediterranean Sea,0.64623
Atlantic Ocean,,0.026396
Atlantic Ocean,,0.00432
Atlantic Ocean,,0.011
Atlantic Ocean,Caribbean Sea,2115.655853
Pacific Ocean,,0.020367
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.026126
Atlantic Ocean,Mediterranean Sea,1.724138
Atlantic Ocean,North Sea,0.954863
Atlantic Ocean,,0.5
Atlantic Ocean,Caribbean Sea,0.003928
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.0036
Atlantic Ocean,Mediterranean Sea,1.763656
Atlantic Ocean,Gulf of Mexico,4000
Pacific Ocean,,0.312822
Atlantic Ocean,Mediterranean Sea,0.982179
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.075
Atlantic Ocean,,0.0096
Atlantic Ocean,Mediterranean Sea,0.151939
Atlantic Ocean,,0.008648
Atlantic Ocean,,0.160229
Arctic Ocean,Northwestern Passages,0.132
Atlantic Ocean,North Sea,0.011103
Pacific Ocean,,0.61
Pacific Ocean,,4.123
Pacific Ocean,,1.009209
Atlantic Ocean,,0.187072
Pacific Ocean,,0.219577
Atlantic Ocean,,0.01152
Atlantic Ocean,,15
Atlantic Ocean,,9920
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.008175
Atlantic Ocean,Caribbean Sea,0.024692
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.168294
Atlantic Ocean,,0.150617
Pacific Ocean,,1.455276
Atlantic Ocean,,0.05
Atlantic Ocean,Mediterranean Sea,0.063197
Atlantic Ocean,Caribbean Sea,0.00432
Atlantic Ocean,Mediterranean Sea,0.097535
Atlantic Ocean,,0.019269
Pacific Ocean,,0.017148
Atlantic Ocean,Caribbean Sea,0.0108
Atlantic Ocean,North Sea,0.005961
Pacific Ocean,,0.341454
Atlantic Ocean,Gulf of St. Lawrence,0.309933
Pacific Ocean,,0.00216
Atlantic Ocean,,0.073436
Atlantic Ocean,,0.009728
Atlantic Ocean,,28320
Atlantic Ocean,,0.0216
Atlantic Ocean,,0.030828
Atlantic Ocean,,0.001964
Atlantic Ocean,Caribbean Sea,0.013
Pacific Ocean,,5.996947
Atlantic Ocean,Caribbean Sea,0.00864
Atlantic Ocean,,0.00508
Atlantic Ocean,,0.125268
Atlantic Ocean,,0.00432
Atlantic Ocean,,393.8
Atlantic Ocean,Caribbean Sea,0.086392
Atlantic Ocean,Caribbean Sea,0.055556
Atlantic Ocean,,0.00648
Atlantic Ocean,,0.766243
Atlantic Ocean,Mediterranean Sea,3.073221
Atlantic Ocean,,0.003
Atlantic Ocean,,0.02376
Atlantic Ocean,,0.030236
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.53572
Atlantic Ocean,,0.082072
Atlantic Ocean,Inner Seas off the West Coast of Scotland,0.371159
Atlantic Ocean,Caribbean Sea,0.00216
Atlantic Ocean,,0.215172
Pacific Ocean,,3.081825
Pacific Ocean,,0.358
Atlantic Ocean,,0.00216
Atlantic Ocean,,0.024
Atlantic Ocean,Caribbean Sea,0.001964
Atlantic Ocean,,0.005
Pacific Ocean,Monterey Bay National Marine Sanctuary,0.001
